is_offensive,text
0,"Stuff like that is often a remnant of ye olden days of Wikipedia, when there was far fewer rules and far, far fewer people roaming about looking for opportunities to enforce them."
1,"i want to speak to the manager. Do you... do you own Wikipedia now, sir Thomas? I hate you, you have no say in what I have say to the world on Wikipedia. I see your true colors, Tommy, they're ugly and gay. Like you."
0,"""
Find a reliable source for it, then it can be added to this article and/or the one about Anthology. But we don't do anything without sources. '''''' TalkContribs """
0,"Please note, Qing Dynasty wasn't Chinese Dynasty and Korea declared Empire prior to illegal Japanese treaties. Therefore Japanese version of Sino-Japanese war and other facts are fully fabricated by Japanese imperialists, therefore Sammyy85 edit is not valid.Korsentry"
0,"Netball video 

Not beautiful but video.  I have higher quality but it doesn't appear to want to upload.  If you want to try to include in the relevant article, awesome sauce. )"
0,"You don't know if it's a fraud or not. Let's assume there is some plagiarism. The plagiarism referred in the article is miniscule. Consider the following example: I write 10 equations and claim to be my work. If 9/10 are stolen equations, it doesn't mean all my work is fraudulent. I still have 1 original equation. But of course, you're using circular logic. You cant possibly understand..."
1,"""
Well, thank you for spouting your ignorant mouth off, moron who can't read policies. You're obviously a foolish anti-semite, since you didn't bother taking any time to read that ridiculous """"marwenmedia"""" site that was linked up as """"proof."""" Go find something useful to do now, please, and stop trying to insert your racism into an encyclopedia."""
0,"""

New project for me
Originally, I was going to write about Chicago mass transit because of a red link but I found out that there's already a good article on it by a slightly different name.  Thanks for the link.

I am going to write about Newton Minow, who has quite an interesting background.  He is in Chicago.  He's the Honorary Counsel General of Singapore to Chicago, has quite a law background, and headed the Federal Communications Commission at one time where he coined the term """"vast wasteland"""" for TV.  Nothing for you to do but it's my foray into Chicago related topics! """
0,"Sir,

I compel you to treat me with good faith, and to cease this path of bigotry and condemnation you currently persue. I only want us to be capable of working together, and I will not stop until you submit - either through charity or shame - to my peaceful overtures. 86.40.207.29"
0,"Investigation 

 This is Chris Hansen with Dateline NBC. I'm doing an investiagtion regarding internet predators on Wikipedia. If there is anything you would like to say, then you are free to reply."
0,"Mikkalai, I'm glad you got that email. I only asked if you got it because I was not totally sure if I had sent it right."
0,"I'll have to stop by, but likely when it comes time to close the review (if I review and support, that means two delegates are out of action for that nomination). Thank you very much, again! —"
0,"I can't believe I'm the first person posting here! Well, it's nice of you to delete the page you had dedicated to me. Alas, you still failed to find out where are the subtle edits made. Tsk tsk.218.186.13.2  

Oh ya. Can't believe we're both online at the same time. 218.186.13.2  

Care to talk? 218.186.13.2"
0,"The version I just examined appears to have removed the considerable number of personal attacks and there is a citation that backs up the assertions of criminal charges, so I'm going to restore the article under its correct name and remove the week's worth of protection that I applied to forestall further attacks.  As you will doubtless realize, Wikipedia has to be extremely careful about publishing anything that amounts to criminal libel, and the first two versions of the article I examined were undoubtedly libellous.  Thanks for attempting to work within our boundaries.  talk"
1,@ICBC_World214 @FreeBlizz_ICBC bitch bought her son some talking bout I had to get em before they sold out
0,"No sources; no evidence this is anything save Original Research, for which we are not designed.  PMAnderson"
0,"""

Barnstar
Great work with all your user templates to make them more welcoming......
  The Random Acts of Kindness Barnstar I award you this barnstar for helping to make user templates far more friednly and your work on WP:RFCN to fight for the newbies See the mess I've created or let's have banter """
1,"Racist?  Are you crazy?  I thought that you were off of my ass already?  What did I write that was 'racist?'  Have you actually read the other crap that I posted in?  Where is the block on them?  Now THOSE comments are racist.  The articles themselves are racist.  The article was about RACE, so what else would someone write about?  USE YOUR BRAIN WOMAN!  Don't be so quick to use your 'blocking powers' just because you don't like what I write.  Also, stop watching ME.  I am getting tired of posting comments worrying about the usual clowns on my ass (the others have left me alone for a change, so I was shokced to see you again!) and here you come again.  Maybe you need to READ what I post instead of just trying to block someone because don't like what they wrote.  I wrote nothing offensive and it was in response to the article and other responses.  Maybe you are one of those 'white' hispanics and you don't like anyone calling you anything but white?  Wise up!"
0,"AfD warning 

It looks as if other people trying to show you were you are going wrong haven't had any success, so I'll make it clear: if you continue to nominate articles for deletion which are about notable subjects (as established after spending some effort on Google searches), you will be blocked. 

Not every AfD needs to be successful, many of my AfDs end in keep or no consensus. But starting an AfD for lack of notability without doing any effort to find sources yourself is against policies and guidelines, and continuing to do so after it has been explained to you is disruptive. Speedy deletion criteria have nothing to do with this, and don't apply to films and so on anyway; but note that e.g. a record can only be speedy deleted if the musician or band are a redlink: similarly, we wouldn't speedy delete a film article where the main actors are bluelinks even if we had a speedy criterion for films."
1,"The dangling semi occured in 1997, The driver, an Elyrian Woman, was unhurt but she shit her pants......."
1, When you and your boys discover a hoe 
1,"...you're white, aren't you? *rolls eyes*  @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker"
0,"2005 (UTC)
No again.   Reference frame discussions are germane to the biblical arguments. 08:02, 1 Apr"
0,It also mentions that stories about Ganesha can be found in the Puranas.
0,"Fluffernutter, Drmies, Bilby,

Source: 

Please note that my other criticism of the article is also valid, i.e. that it is unbalanced, that it fails to mention Mees columns and international publications, and that it trip over the descriptions of Mees' views on women's issues."
0,"Attention please! 

this page does not belong to indon barbarian.. Shah"
1,@NasshRodriguez @linndaroose always down patty never been a pussy 😼
0,"""Welcome

Hello and welcome to Wikipedia.  We appreciate encyclopedic contributions, but some of your recent contributions, such as your edit to the page Email sender accreditation, seem to be advertising or for promotional purposes.  Wikipedia does not allow advertising.  For more information on this, see:
Policy on neutral point of view
Guideline on spam
Guideline on external links
Guideline on conflict of interest
If you still have questions, there is a new contributor's help page, or you can write {{helpme}} below this message along with a question and someone will be along to answer it shortly.  You may also find the following pages useful for a general introduction to Wikipedia:
The five pillars of Wikipedia
How to edit a page and how to develop articles
Help pages
Tutorial
Article wizard for creating new articles
Manual of Style
I hope you enjoy editing Wikipedia!  Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. Feel free to write a note on the bottom of User talk:SuperMarioManmy talk page if you want to get in touch with me. Again, welcome!  MarioMan """
0,""" 
It's not so easy, I do it as good I can, but thank you for notifying me. I promise to be more careful with the numbers from now on. /Mid (contributions) """
0,"Edit* I didn't apolagize Merope, it was another woman  Crimesone, anyway its the same thing, you apolagize to one woman you've apologized to the whole of womankind."
0,"""==Request for Usurpation==

Hello, Zsuetam. A request has been made at Wikipedia:Changing username/Usurpations to usurp, or """"take over"""", your username because you have not used it to edit, and another user would like to use it to edit. Wikipedia:Changing username/Usurpations says that any unused username may be usurped if the user is given an opportunity to object and does not do so. 

If you have an email set in your preferences, you should be getting an email from a bureaucrat or changing username clerk explaining how to consent or object to this process. 

If you do not object to being renamed to a new username in order for another user to use the name you currently have, please log in and post a reply here saying so (you may also tell us what username you would like to be renamed to, or we will provide you with a generic one). 

If you do nothing: the request may be filled shortly, and your account will be moved to a generic username. You may request that it be moved to a new username of your choice at any time.

If you object to being renamed: please log in and make an edit to this page clearly stating that you object to usurpation. 

Please note that even if your current username is usurped, you can still edit and your data will not be lost; your preferences, watchlist, and other user settings will be transferred to a new username.

Thank you for your time. –xenotalk """
0,"Also see:  
 
 
 
 
 "
1,Wen yu see uh bad bitch n wanna holla say Ayyy
0,"""
An entry from  appeared on Wikipedia's Main Page in the Did you know? column on 17 September, 2006.

"""
